Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
8000.0,2008-07-22,"Need out of debt, help us consolidate",488.0,15035.29%,794xx,TX,2 years,0.0
7500.0,2008-07-22,PLEASE HELP ME!!!!!!!!!!!!!!!,,-1%,440xx,OH,3 years,0.0
10000.0,2008-07-22,Help with Credit Card Debt,614.0,28.93%,600xx,IL,5 years,0.0
1500.0,2008-07-22,personal,655.0,21.07%,920xx,CA,8 years,0.0
6000.0,2008-07-22,Debt Consolidation,418.0,36%,531xx,WI,< 1 year,0.0
7000.0,2008-07-22,Purchasing a used truck,786.0,0.4%,992xx,WA,< 1 year,0.0
5000.0,2008-07-22,planaheadloan,508.0,17.55%,856xx,AZ,10+ years,0.0
4500.0,2008-07-22,Relocating for a New Job!,451.0,1.66%,274xx,NC,< 1 year,0.0
3000.0,2008-07-23,Funding to Complete Business Plan,537.0,0%,139xx,NY,1 year,0.0
6500.0,2008-07-23,In need of reliable transportation,480.0,15.89%,322xx,FL,< 1 year,0.0
2000.0,2008-07-23,Medical Bills I Need To Pay At Once,487.0,24.17%,462xx,IN,< 1 year,0.0
2000.0,2008-07-23,School/Pay off some debt,697.0,10.02%,787xx,TX,8 years,0.0
1500.0,2008-07-23, ,613.0,25.71%,377xx,TN,4 years,0.0
7500.0,2008-07-23,Need additional money for a wedding,671.0,19.46%,928xx,CA,4 years,0.0
1000.0,2008-07-23,Temporary Assistance,510.0,2.62%,240xx,VA,< 1 year,0.0
3900.0,2008-07-23,Home Improvement - New Heating & AC Unit,647.0,17.34%,477xx,IN,1 year,0.0
4000.0,2008-07-23,Rehabbing  property,394.0,0.89%,900xx,CA,3 years,0.0
6000.0,2008-07-23,Consolodating debts and rehab funds,529.0,10.48%,900xx,CA,5 years,0.0
2500.0,2008-07-23,Short Term Income Loss,491.0,43.39%,110xx,NY,8 years,0.0
4000.0,2008-07-23,Get back on track!!,0.0,5.29%,857xx,AZ,4 years,0.0
6500.0,2008-07-23,Pay off Medical Bills,686.0,23.72%,597xx,MT,8 years,0.0
1000.0,2008-07-23,Bail,,-1%,655xx,MO,< 1 year,0.0
5500.0,2008-07-23,pay debts,520.0,0%,100xx,NY,< 1 year,0.0
7500.0,2008-07-23,cleanhouse,671.0,61.05%,750xx,TX,10+ years,0.0
1100.0,2008-07-23,Missing Out,564.0,0%,217xx,MD,9 years,0.0
3000.0,2008-07-23,Student Loan,581.0,55.02%,495xx,MI,< 1 year,0.0
3000.0,2008-07-23,Please help rest easy at night!,491.0,0%,379xx,TN,1 year,0.0
7500.0,2008-07-23,to pay off credit cards,605.0,29.08%,850xx,AZ,< 1 year,0.0
1000.0,2008-07-23,Summer 08,513.0,3.53%,658xx,MO,< 1 year,0.0
5000.0,2008-07-23,help me get rid of my last 3 CC at 22%,,-1%,446xx,OH,8 years,0.0
10000.0,2008-07-23,Looking to consolidate debt,0.0,0%,223xx,VA,1 year,0.0
7500.0,2008-07-23,Trying to get credit cards consolidated,703.0,9.5%,303xx,GA,1 year,0.0
5000.0,2008-07-23,New A/C in California,626.0,18.88%,956xx,CA,8 years,0.0
5600.0,2008-07-23,Getting Things in Order,662.0,7.89%,300xx,GA,1 year,0.0
7275.0,2008-07-23,Consoldating CCs to One Payment,559.0,33.07%,670xx,KS,10+ years,0.0
7500.0,2008-07-23,Consolidate debt and Student Exchange,623.0,30.46%,622xx,IL,4 years,0.0
3000.0,2008-07-23,PAYDAY LOAN MISERIES,475.0,3.39%,891xx,NV,2 years,0.0
6000.0,2008-07-23,Kitchen & Garden,696.0,49.29%,967xx,HI,< 1 year,0.0
5000.0,2008-07-23,Owners are foreclosing on our house,463.0,13.29%,801xx,CO,10+ years,0.0
7500.0,2008-07-23,Masters Degree in Visual Anthropology,545.0,6.6%,331xx,FL,< 1 year,0.0
1000.0,2008-07-23,trying to get my apartment ready,,-1%,028xx,RI,< 1 year,0.0
7500.0,2008-07-23,Loan for some Credit Card Debt ,632.0,40.71%,614xx,IL,7 years,0.0
7500.0,2008-07-23,Personal,456.0,6.23%,826xx,WY,1 year,0.0
5000.0,2008-07-24, ,,99999%,191xx,PA,4 years,0.0
7500.0,2008-07-24,Help Please,631.0,11.82%,159xx,PA,10+ years,0.0
1500.0,2008-07-24,"Please Help, Drowning Over Here",436.0,10.72%,706xx,LA,6 years,0.0
4000.0,2008-07-24,myloan,653.0,33.38%,775xx,TX,9 years,0.0
5000.0,2008-07-24,Help me get my dream home,428.0,7.2%,604xx,IL,< 1 year,0.0
3000.0,2008-07-24,Pay Day loans are crippling us.,,-1%,451xx,OH,5 years,0.0
3000.0,2008-07-24,Personal,460.0,15.81%,330xx,FL,10+ years,0.0
7000.0,2008-07-24,Benefiting my education and knowledge i,536.0,3.5%,207xx,MD,1 year,0.0
2500.0,2008-07-24,To Work for Others,563.0,9.36%,282xx,NC,10+ years,0.0
15000.0,2008-07-24,CC'S lowered limits/effecting Credit,680.0,91.69%,809xx,CO,< 1 year,0.0
7500.0,2008-07-24,Payoff 401-k loan & add room! ,639.0,0.43%,286xx,NC,< 1 year,0.0
7500.0,2008-07-24,consolidate smaller credit card balances,668.0,25.23%,410xx,KY,2 years,0.0
7500.0,2008-07-24,debt consolidation,604.0,34.32%,834xx,ID,7 years,0.0
7500.0,2008-07-24,Elimate credit card debt,672.0,21.95%,630xx,MO,4 years,0.0
7500.0,2008-07-24,Pay off high interest credit cards,663.0,15.29%,853xx,AZ,1 year,0.0
5000.0,2008-07-24,Major Vehicle Repair,0.0,0%,441xx,OH,3 years,0.0
4000.0,2008-07-24, ,761.0,2.7%,782xx,TX,< 1 year,0.0
5000.0,2008-07-24,Medical Bills Consolidation,554.0,28.4%,291xx,SC,4 years,0.0
1000.0,2008-07-24,New Furniture,621.0,0%,921xx,CA,< 1 year,0.0
5000.0,2008-07-24,I was in a car accident and lost my job,567.0,9.15%,068xx,CT,2 years,0.0
5000.0,2008-07-24,Help Correct Credit,543.0,21.07%,983xx,WA,5 years,0.0
3000.0,2008-07-24,Help Me Help You...,542.0,27.18%,972xx,OR,1 year,0.0
6500.0,2008-07-24,Pay off Credit Card Debt,577.0,15.94%,970xx,OR,1 year,0.0
2000.0,2008-07-24,Pay off a credit card and taxes,469.0,8.84%,235xx,VA,3 years,0.0
5000.0,2008-07-24,Consolidating credit card debts,633.0,29.89%,333xx,FL,10+ years,0.0
7500.0,2008-07-24,American Dream,730.0,0.46%,218xx,MD,3 years,0.0
7500.0,2008-07-24,refinance,563.0,17.69%,773xx,TX,10+ years,0.0
7500.0,2008-07-24,Trying to buy Car,,-1%,859xx,AZ,6 years,0.0
7500.0,2008-07-24,start-up,562.0,1.92%,410xx,KY,2 years,0.0
7500.0,2008-07-24,Just need a loan,,-1%,395xx,MS,3 years,0.0
1000.0,2008-07-24,Computer,558.0,0%,641xx,MO,6 years,0.0
7500.0,2008-07-24,I'm building a small business!,452.0,0.39%,200xx,DC,9 years,0.0
7500.0,2008-07-24,Pay off some cards,536.0,36.85%,471xx,IN,8 years,0.0
7500.0,2008-07-24,NEED LOAN FOR TUITION,643.0,0%,722xx,AR,< 1 year,0.0
6000.0,2008-07-24,Start a couple of home based businesses,533.0,22.66%,954xx,CA,< 1 year,0.0
1000.0,2008-07-24,Credit Cards Payoff,543.0,1.57%,752xx,TX,1 year,0.0
7500.0,2008-07-24,Start A Business,0.0,0%,320xx,FL,< 1 year,0.0
7500.0,2008-07-24,Finance a Vehicle,778.0,196.25%,331xx,FL,3 years,0.0
7500.0,2008-07-24,Iraq Vet Organizing Bills Consolidating,565.0,79.03%,452xx,OH,2 years,0.0
1000.0,2008-07-24,extra cash,438.0,0%,462xx,IN,< 1 year,0.0
7500.0,2008-07-24,motorcycle,585.0,9.71%,832xx,ID,8 years,0.0
5000.0,2008-07-24, ,,99999%,554xx,MN,6 years,0.0
7500.0,2008-07-24,Move A Business,0.0,0%,320xx,FL,5 years,0.0
2000.0,2008-07-24,"NEED to pay tuition, family can't help ",505.0,15.33%,122xx,NY,< 1 year,0.0
5000.0,2008-07-24, ,726.0,7.28%,173xx,PA,< 1 year,0.0
1000.0,2008-07-24,Consolidate debt,654.0,28.41%,600xx,IL,< 1 year,0.0
3000.0,2008-07-24,I'm investing to further my dreams of...,567.0,0%,403xx,KY,1 year,0.0
4000.0,2008-07-25,Make Payments easier ,465.0,3.47%,100xx,NY,< 1 year,0.0
1000.0,2008-07-25,New Job,713.0,1.53%,852xx,AZ,< 1 year,0.0
7500.0,2008-07-25,debt ,629.0,18.29%,801xx,CO,3 years,0.0
1500.0,2008-07-25,Education Fund,660.0,11.03%,234xx,VA,4 years,0.0
6000.0,2008-07-25,Pay you...not banks,623.0,24.54%,452xx,OH,< 1 year,0.0
7500.0,2008-07-25,Credit Card Debt Consolidation,683.0,19.63%,606xx,IL,1 year,0.0
1000.0,2008-07-25,Money to formalize business operations,646.0,29.88%,029xx,RI,< 1 year,0.0
3000.0,2008-07-25,PsychologyEducationFor Disabled Veterans,661.0,29.49%,281xx,NC,10+ years,0.0
7500.0,2008-07-25,Purchase additional Investment Property,701.0,16.79%,300xx,GA,< 1 year,0.0
5000.0,2008-07-25,Graphics and 3d equipment  ,481.0,22.86%,323xx,FL,< 1 year,0.0
1000.0,2008-07-25,Pay off personal loan past due payments ,609.0,6.42%,381xx,TN,< 1 year,0.0
7500.0,2008-07-25,Help me Consolidate Debt,658.0,30.89%,606xx,IL,1 year,0.0
4500.0,2008-07-25,Single Mom Looking for Some Help,478.0,20.45%,553xx,MN,2 years,0.0
3000.0,2008-07-25,education,486.0,2.28%,441xx,OH,< 1 year,0.0
5000.0,2008-07-25,Consolidating debt into one easy payment,579.0,7.71%,047xx,ME,< 1 year,0.0
7500.0,2008-07-25,debt settlement,518.0,7.05%,908xx,CA,1 year,0.0
4000.0,2008-07-25,Consolidating Debt Into One Payment ,617.0,6.1%,047xx,ME,< 1 year,0.0
7500.0,2008-07-25,Startup Money for My Design Business,739.0,0.14%,112xx,NY,< 1 year,0.0
2000.0,2008-07-25,GMC Safari Van,0.0,0%,463xx,IN,1 year,0.0
3900.0,2008-07-25,To repay my former sister in law  :),646.0,0.2%,921xx,CA,1 year,0.0
1500.0,2008-07-25,In need ,,-1%,362xx,AL,< 1 year,0.0
1500.0,2008-07-25,Consolidation of 2 high interest Cards,624.0,0.33%,926xx,CA,5 years,0.0
8000.0,2008-07-25,Bailing out of Bank of America,678.0,10.95%,145xx,NY,< 1 year,0.0
7500.0,2008-07-25,Consolidate Business Bills,559.0,17.59%,815xx,CO,1 year,0.0
7500.0,2008-07-25,I am urgently seeking a loan,433.0,0%,211xx,MD,1 year,0.0
7500.0,2008-07-25,New AC and energy efficient improvements,714.0,14.9%,760xx,TX,< 1 year,0.0
6000.0,2008-07-25,Consolidate Personal Debt,646.0,4.73%,930xx,CA,7 years,0.0
2000.0,2008-07-25,School Loan,647.0,1.35%,331xx,FL,1 year,0.0
7500.0,2008-07-25,save my home,515.0,0%,082xx,NJ,3 years,0.0
2000.0,2008-07-25,Canine_Creations,614.0,24.6%,837xx,ID,< 1 year,0.0
7500.0,2008-07-25,cc refi,616.0,19.57%,801xx,CO,6 years,0.0
7500.0,2008-07-26,Pay Credit Cards,618.0,56.85%,168xx,PA,< 1 year,0.0
7500.0,2008-07-26,Business Loan,688.0,29.7%,800xx,CO,< 1 year,0.0
1000.0,2008-07-26,to pay medical bills,457.0,0%,153xx,PA,< 1 year,0.0
3500.0,2008-07-26,Car purchase,554.0,0%,950xx,AZ,1 year,0.0
7500.0,2008-07-26,lower interest rate!!!,786.0,28.39%,802xx,CO,1 year,0.0
2000.0,2008-07-26,Pay Off High Interest Loans,599.0,6.59%,658xx,MO,< 1 year,0.0
3000.0,2008-07-26,Trying to get rid of Credit Cards..,591.0,43.78%,664xx,KS,2 years,0.0
2500.0,2008-07-26,CD,477.0,0.93%,066xx,CT,2 years,0.0
5000.0,2008-07-26,Need $5000 to cover school costs,656.0,2.82%,293xx,SC,3 years,0.0
7500.0,2008-07-26,Consolidate the existing debt,,-1%,110xx,NY,6 years,0.0
6500.0,2008-07-26,Car,575.0,23.15%,328xx,FL,1 year,0.0
7500.0,2008-07-26,debt,576.0,15.43%,852xx,AZ,6 years,0.0
7500.0,2008-07-26,Help Get Out of Credit Card Debt,,-1%,008xx,VA,4 years,0.0
6000.0,2008-07-26,emergency,609.0,32900%,109xx,NY,< 1 year,0.0
7500.0,2008-07-26,New buisness,670.0,15.01%,631xx,MO,4 years,0.0
3200.0,2008-07-26,Debt Consolidation,542.0,2.93%,280xx,NC,1 year,0.0
7500.0,2008-07-27,Credit Card reduction,590.0,23.19%,891xx,NV,4 years,0.0
3500.0,2008-07-27, ,722.0,1%,160xx,PA,< 1 year,0.0
1000.0,2008-07-27,In need of loan to consolidate debt.,456.0,0.6%,215xx,MD,10+ years,0.0
1900.0,2008-07-27,payoff hi credit card,663.0,70.63%,871xx,NM,< 1 year,0.0
7500.0,2008-07-27,Business Loan,579.0,19.38%,463xx,IN,< 1 year,0.0
2000.0,2008-07-27,refinance,579.0,37.42%,380xx,TN,1 year,0.0
5000.0,2008-07-27,Debt Help for Casey Sticka,480.0,14.58%,971xx,OR,2 years,0.0
5000.0,2008-07-27,Starting Over Repair Credit!,,-1%,295xx,SC,1 year,0.0
5000.0,2008-07-27,Making a better life for my kids!,532.0,0%,328xx,FL,< 1 year,0.0
5500.0,2008-07-27,Loan for medical expenses/vehicle repair,,-1%,744xx,OK,< 1 year,0.0
3000.0,2008-07-27,Teacher in Need,598.0,0%,104xx,NY,1 year,0.0
4900.0,2008-07-27, ,778.0,16.16%,301xx,GA,10+ years,0.0
7500.0,2008-07-27,Trying to start over the right way,494.0,12.33%,315xx,GA,2 years,0.0
5000.0,2008-07-27, ,640.0,8.41%,920xx,CA,2 years,0.0
7500.0,2008-07-27,First1wf,656.0,24.02%,995xx,AK,4 years,0.0
1200.0,2008-07-27,Car payment,,-1%,088xx,NJ,< 1 year,0.0
1500.0,2008-07-27,problem sloved,,-1%,262xx,WV,< 1 year,0.0
7500.0,2008-07-27,Paying for college,783.0,2.4%,402xx,KY,1 year,0.0
5400.0,2008-07-27, ,755.0,42.65%,232xx,VA,< 1 year,0.0
1500.0,2008-07-27,debt,585.0,8.46%,770xx,TX,7 years,0.0
7500.0,2008-07-27,Pick me! Pick me!,643.0,24.7%,463xx,IN,< 1 year,0.0
3000.0,2008-07-27,Pick me! Pick Me!,564.0,4.78%,463xx,IN,1 year,0.0
7500.0,2008-07-27,Stranger-Stranger Loan,0.0,0%,060xx,CT,1 year,0.0
7500.0,2008-07-27,Stranger-Stranger,511.0,14.94%,060xx,CT,10+ years,0.0
2000.0,2008-07-27,Combination loan for everything,595.0,5.95%,681xx,NE,10+ years,0.0
1000.0,2008-07-27,Going Home,,-1%,784xx,TX,< 1 year,0.0
2200.0,2008-07-27,Pay off credit cards,534.0,9.26%,760xx,TX,1 year,0.0
5000.0,2008-07-27,BUSINESS START UP,677.0,4.82%,913xx,CA,1 year,0.0
1000.0,2008-07-28,Moving Money to Help Mom,452.0,3.2%,759xx,TX,6 years,0.0
5000.0,2008-07-28, ,649.0,22.03%,148xx,NY,2 years,0.0
3500.0,2008-07-28,Trying to get rid of High interest Rates,422.0,9.55%,309xx,GA,< 1 year,0.0
3500.0,2008-07-28,High Interest Rates,528.0,27.49%,309xx,GA,< 1 year,0.0
5000.0,2008-07-28,pay off money stores,,-1%,543xx,WI,10+ years,0.0
6000.0,2008-07-28,college,464.0,10.58%,725xx,AR,< 1 year,0.0
1000.0,2008-07-28,School costs,660.0,27.62%,971xx,OR,4 years,0.0
5000.0,2008-07-28, ,697.0,1.4%,328xx,FL,5 years,0.0
2500.0,2008-07-28,Freedom and Peace,428.0,26.01%,197xx,DE,3 years,0.0
7500.0,2008-07-28,Home Improvement,805.0,20.84%,330xx,FL,10+ years,0.0
8000.0,2008-07-28, ,687.0,31.67%,452xx,OH,10+ years,0.0
9200.0,2008-07-28, ,669.0,43.44%,648xx,MO,4 years,0.0
4000.0,2008-07-28,Auto repair loan,440.0,6%,480xx,MI,< 1 year,0.0
2400.0,2008-07-28, ,,99999%,157xx,PA,3 years,0.0
1000.0,2008-07-28,family of 4 moving,504.0,12.9%,234xx,VA,3 years,0.0
1300.0,2008-07-28,Trying to get caught up,458.0,20.12%,285xx,NC,3 years,0.0
5000.0,2008-07-28,Need furniture!,521.0,0%,176xx,PA,1 year,0.0
5000.0,2008-07-28,personal loan to help out a needy family,472.0,0%,468xx,IN,4 years,0.0
3200.0,2008-07-28, ,645.0,2.98%,112xx,NY,< 1 year,0.0
7500.0,2008-07-28,Looking for better credit card rate,719.0,32.58%,786xx,TX,< 1 year,0.0
3000.0,2008-07-28,Personal,589.0,21%,802xx,CO,1 year,0.0
5000.0,2008-07-28, ,,99999%,730xx,OK,< 1 year,0.0
7500.0,2008-07-28,consolidate bills,580.0,14.47%,486xx,MI,< 1 year,0.0
5000.0,2008-07-28, ,0.0,0%,600xx,IL,5 years,0.0
7500.0,2008-07-28,Help with my daughter's school tuition.,538.0,0%,116xx,NY,8 years,0.0
7500.0,2008-07-28,GILBERTO ARGUELLES,,-1%,704xx,LA,10+ years,0.0
6800.0,2008-07-28,Pay off Credit Cards ,659.0,18.37%,111xx,NY,2 years,0.0
1000.0,2008-07-28,down payment on home,,-1%,986xx,WA,< 1 year,0.0
3000.0,2008-07-28, ,699.0,29.35%,906xx,CA,4 years,0.0
2500.0,2008-07-28,little loans,533.0,30.33%,373xx,TN,10+ years,0.0
5000.0,2008-07-28, ,627.0,0%,693xx,NE,< 1 year,0.0
3500.0,2008-07-28,Creditcard,619.0,16.7%,985xx,WA,8 years,0.0
7000.0,2008-07-28,my new home down payment,689.0,3.99%,606xx,IL,10+ years,0.0
7000.0,2008-07-28, ,629.0,34.65%,178xx,PA,8 years,0.0
7500.0,2008-07-28, ,647.0,33.57%,673xx,KS,4 years,0.0
1500.0,2008-07-28,business capital,505.0,10.18%,760xx,TX,< 1 year,0.0
5000.0,2008-07-28, ,713.0,0.5%,128xx,NY,< 1 year,0.0
5000.0,2008-07-28,Get rid of multiple small credit cards,667.0,28.35%,957xx,CA,10+ years,0.0
9500.0,2008-07-28, ,,99999%,190xx,PA,1 year,0.0
4000.0,2008-07-28, ,678.0,6%,021xx,MA,1 year,0.0
7500.0,2008-07-28,WEDDING LOAN,,-1%,891xx,NV,1 year,0.0
3000.0,2008-07-28,Get out from under,528.0,29.6%,989xx,WA,10+ years,0.0
3500.0,2008-07-28, ,596.0,7.23%,774xx,TX,< 1 year,0.0
5000.0,2008-07-28,Rebuild your credit,419.0,1.79%,303xx,GA,< 1 year,0.0
5000.0,2008-07-28, ,653.0,0%,080xx,NJ,< 1 year,0.0
7500.0,2008-07-28,Paying down higher interest credit card,696.0,2.76%,604xx,IL,< 1 year,0.0
3500.0,2008-07-28,In Dire Need Of help!,631.0,41.33%,302xx,GA,1 year,0.0
4000.0,2008-07-28, ,624.0,13.51%,221xx,VA,1 year,0.0
6000.0,2008-07-28,NEED LOAN FOR HOME ,,-1%,334xx,FL,5 years,0.0
7000.0,2008-07-29,Elimination of my business startup cost,579.0,19.07%,339xx,FL,1 year,0.0
1500.0,2008-07-29,personal loan,567.0,0%,921xx,CA,10+ years,0.0
5000.0,2008-07-29,funeral,491.0,53.83%,308xx,GA,10+ years,0.0
2000.0,2008-07-29,Serious College Student,0.0,0%,913xx,CA,4 years,0.0
2000.0,2008-07-29,Mal's Loan,,-1%,030xx,NH,2 years,0.0
7000.0,2008-07-29,Education loan,697.0,12.17%,240xx,VA,10+ years,0.0
5000.0,2008-07-29,Debt Consolidation,649.0,40.95%,088xx,NJ,3 years,0.0
7500.0,2008-07-29,Getting Finances Under Control,442.0,39.75%,282xx,NC,3 years,0.0
3500.0,2008-07-29, ,697.0,24.44%,140xx,NY,4 years,0.0
4000.0,2008-07-29,New Home,0.0,0%,333xx,FL,10+ years,0.0
3500.0,2008-07-29,payoffsome stuff and get back on my feet,504.0,34.65%,761xx,TX,10+ years,0.0
7000.0,2008-07-29, ,683.0,49.52%,393xx,MS,2 years,0.0
5000.0,2008-07-29,New Home,680.0,16.8%,395xx,MS,< 1 year,0.0
2000.0,2008-07-29, ,692.0,30.24%,957xx,CA,6 years,0.0
3500.0,2008-07-29,Loan1,701.0,9.62%,088xx,NJ,< 1 year,0.0
7500.0,2008-07-29,Investing in education,537.0,33.41%,606xx,IL,< 1 year,0.0
7500.0,2008-07-29,education,659.0,27.96%,900xx,CA,10+ years,0.0
5000.0,2008-07-29,Repay payday loans,569.0,4.57%,852xx,AZ,< 1 year,0.0
2000.0,2008-07-29,NEED TO PAY OFF MEDICAL BILLS,552.0,20.62%,718xx,AR,7 years,0.0
7500.0,2008-07-29,Repairs for new home,776.0,1.14%,112xx,NY,4 years,0.0
5000.0,2008-07-29, ,718.0,34.9%,137xx,NY,1 year,0.0
5000.0,2008-07-29,Credit Card Loan Consolidation,687.0,28.56%,785xx,TX,2 years,0.0
7500.0,2008-07-29,Emergency Loan,461.0,16.57%,750xx,TX,9 years,0.0
1000.0,2008-07-29,Rebuilding Transmission,595.0,21.28%,314xx,GA,1 year,0.0
2000.0,2008-07-29, ,,99999%,920xx,CA,2 years,0.0
2000.0,2008-07-29,education loan,583.0,5.68%,681xx,NE,< 1 year,0.0
2500.0,2008-07-29,Personal Loan,414.0,0%,218xx,MD,2 years,0.0
5550.0,2008-07-29,military couple consolidating debt,584.0,1.99%,653xx,MO,4 years,0.0
7000.0,2008-07-29,Medical Bills,,-1%,553xx,MN,1 year,0.0
2500.0,2008-07-29,Student loan,522.0,4%,300xx,GA,< 1 year,0.0
2500.0,2008-07-29, ,738.0,58.61%,601xx,IL,< 1 year,0.0
7500.0,2008-07-29,Lower Interest Rate on my goal,720.0,16.24%,104xx,NY,2 years,0.0
5500.0,2008-07-29, ,665.0,50.92%,874xx,NM,6 years,0.0
1000.0,2008-07-29,moving,0.0,0%,443xx,OH,3 years,0.0
2000.0,2008-07-29,Personal,669.0,1.07%,920xx,CA,< 1 year,0.0
5500.0,2008-07-29,military couple wanting to consolidate,561.0,19.58%,653xx,MO,2 years,0.0
4000.0,2008-07-29,Debt Consolidation,555.0,28.17%,968xx,HI,3 years,0.0
6000.0,2008-07-29, ,661.0,4%,782xx,TX,< 1 year,0.0
2000.0,2008-07-29, ,0.0,0.5%,930xx,CA,1 year,0.0
6000.0,2008-07-29,Seeking a Loan to Pay off debts,464.0,3.29%,958xx,CA,9 years,0.0
3000.0,2008-07-29,Want to pay off medical bills,541.0,9.43%,707xx,LA,10+ years,0.0
1000.0,2008-07-29,Going Back to school,0.0,0%,231xx,VA,1 year,0.0
3700.0,2008-07-30,Personal Loan,518.0,8.83%,196xx,PA,8 years,0.0
1000.0,2008-07-30,catch up on payments,452.0,10.13%,752xx,TX,2 years,0.0
3000.0,2008-07-30,Education Loan,745.0,6%,452xx,OH,< 1 year,0.0
7500.0,2008-07-30,Debt Consolidation,643.0,15.57%,275xx,NC,3 years,0.0
1000.0,2008-07-30,Consolidating High Interest Loans,628.0,12.99%,800xx,CO,2 years,0.0
7700.0,2008-07-30, ,,99999%,841xx,UT,< 1 year,0.0
2500.0,2008-07-30,Re-build Credit &  pay off ,616.0,8.93%,379xx,TN,1 year,0.0
7000.0,2008-07-30,really need some help,445.0,22.73%,242xx,VA,3 years,0.0
5000.0,2008-07-30, ,681.0,40.61%,010xx,MA,1 year,0.0
5000.0,2008-07-30,OweUncleSamPayoffCreditCards,445.0,5.54%,209xx,MD,3 years,0.0
5000.0,2008-07-30,I don't want to lose my job!!Help!,474.0,5.23%,064xx,CT,1 year,0.0
7600.0,2008-07-30, ,657.0,40.12%,775xx,TX,2 years,0.0
5000.0,2008-07-30, ,,99999%,926xx,CA,10+ years,0.0
6000.0,2008-07-30,"Back on my feet, literally.",438.0,0%,210xx,MD,< 1 year,0.0
6000.0,2008-07-30,Gaucho Ranch Grass Fed Beef Importing,627.0,27.31%,331xx,FL,1 year,0.0
9000.0,2008-07-30, ,661.0,14.47%,112xx,NY,2 years,0.0
2500.0,2008-07-30,need to see the light,503.0,96.75%,982xx,WA,< 1 year,0.0
7500.0,2008-07-30,Wedding Loan,643.0,6.05%,773xx,TX,< 1 year,0.0
7500.0,2008-07-30,Alaska winter will require lots of fuel,525.0,10.99%,995xx,AK,3 years,0.0
7500.0,2008-07-30,Wonderful Investment...Business,504.0,8.46%,577xx,SD,< 1 year,0.0
7500.0,2008-07-30,Bridget's School Loan,618.0,17.26%,066xx,CT,3 years,0.0
4000.0,2008-07-30, ,643.0,1.56%,328xx,FL,3 years,0.0
1000.0,2008-07-30,Need Help With Medical Expenses,436.0,0%,296xx,SC,< 1 year,0.0
5000.0,2008-07-30, ,574.0,0.88%,017xx,MA,3 years,0.0
5000.0,2008-07-30,Home Improvement,756.0,11.8%,391xx,MS,10+ years,0.0
7500.0,2008-07-30,Debt Consolidation,639.0,10.05%,934xx,CA,< 1 year,0.0
2000.0,2008-07-30,Back to School,576.0,9.42%,206xx,MD,3 years,0.0
1500.0,2008-07-30,I need HELP!,0.0,0%,949xx,CA,1 year,0.0
5000.0,2008-07-30, ,676.0,44.76%,336xx,FL,4 years,0.0
6000.0,2008-07-30,In Need Of A Small Business Loan,428.0,7.46%,636xx,MO,3 years,0.0
5000.0,2008-07-30,Small business Startup Loan,621.0,1.13%,968xx,HI,3 years,0.0
4000.0,2008-07-30,Adaptive Equipment-keeping MS away,588.0,2.47%,024xx,MA,< 1 year,0.0
5000.0,2008-07-30,Need a place to live & car.,0.0,0%,480xx,MI,1 year,0.0
6000.0,2008-07-30,I work hard! I want to payoff Cards!,712.0,24.36%,117xx,NY,8 years,0.0
7500.0,2008-07-30,business improvement,,-1%,232xx,VA,< 1 year,0.0
5000.0,2008-07-30,"$5,000 loan, Home Furnishing and School",700.0,63.28%,342xx,FL,< 1 year,0.0
1000.0,2008-07-30,Rent help!,433.0,14.72%,900xx,CA,< 1 year,0.0
7500.0,2008-07-30,Need to pay off debt,486.0,7.04%,302xx,GA,3 years,0.0
3000.0,2008-07-30,wedding,532.0,0%,337xx,FL,1 year,0.0
2000.0,2008-07-30,Payoff Past due rent,449.0,13.76%,553xx,MN,1 year,0.0
7000.0,2008-07-30,Joel G credit card loan,682.0,30.56%,799xx,TX,< 1 year,0.0
7500.0,2008-07-30,Trying to pay off some debts,487.0,0%,511xx,IA,< 1 year,0.0
7500.0,2008-07-30,start up,0.0,304.91%,331xx,FL,< 1 year,0.0
2500.0,2008-07-30,tommytag1954,536.0,26.72%,430xx,OH,10+ years,0.0
4000.0,2008-07-30,stop foreclousre ,,-1%,489xx,MI,< 1 year,0.0
3000.0,2008-07-30,A Chance To Breathe Easier,492.0,9.13%,104xx,NY,10+ years,0.0
2500.0,2008-07-30, ,798.0,0.24%,062xx,CT,< 1 year,0.0
5000.0,2008-07-30,Debt Free,576.0,10.99%,750xx,TX,4 years,0.0
5500.0,2008-07-30,Need a loan to pay law school tuition,637.0,1420800%,322xx,FL,< 1 year,0.0
5000.0,2008-07-30,moving and need help,0.0,0%,502xx,IA,< 1 year,0.0
3000.0,2008-07-30, ,677.0,10.12%,679xx,KS,10+ years,0.0
7500.0,2008-07-30,Capital for business,616.0,24.43%,300xx,GA,1 year,0.0
5000.0,2008-07-30,Course needed for 6 figure income,481.0,28.91%,606xx,IL,2 years,0.0
6000.0,2008-07-30, ,,99999%,080xx,NJ,< 1 year,0.0
4000.0,2008-07-30,Moving Expenses,,-1%,282xx,NC,< 1 year,0.0
3000.0,2008-07-30,Help with short term hole...,621.0,14.22%,685xx,NE,3 years,0.0
3000.0,2008-07-30, ,,99999%,380xx,TN,< 1 year,0.0
